id,original_title,original_language,genre,overview,popularity,vote_count,vote_average,release_date
6439,Racing Stripes,en,"Comedy, Family","Shattered illusions are hard to repair -- especially for a good-hearted zebra named Stripes who's spent his life on a Kentucky farm amidst the sorely mistaken notion that he's a debonair thoroughbred. Once he faces the fact that his stark stripes mark him as different, he decides he'll race anyway. And with help from the young girl who raised him, he just might end up in the winner's circle.",3.3929,642,5.889,2005-01-06
1005776,V/H/S/99,en,"Horror, Thriller","A thirsty teenager's home video leads to a series of horrifying revelations, harkening back to the final punk rock analog days of VHS, while taking one giant leap forward into the hellish new millennium.",0.9777,336,5.888,2022-09-15
431185,He's Out There,en,"Horror, Thriller","On vacation at a remote lake house, a mother and her two young daughters must fight for survival after falling into a terrifying and bizarre nightmare conceived by a psychopath.",2.5769,327,5.888,2018-10-25
9582,A Guy Thing,en,"Comedy, Romance","Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.",1.0439,374,5.888,2003-01-17
84200,"For a Good Time, Call...",en,"Comedy, Drama","College ""frenemies"" Lauren and Katie move in together after losing a relationship and rent control, respectively. Sharing Katie's late grandmother's apartment in New York City, the girls bicker with each other until one fateful night, when Katie's noisy bedroom activities make Lauren barge in and discover a dirty little secret. This revelation brings them closer together, and Lauren (the brains) and Katie (the talent) concoct a wildly successful business venture. As profits swell, the girls reevaluate their hopes and dreams and realize that just because someone pees in your hair in college doesn't mean she won't be your best friend 10 years later.",0.9741,314,5.9,2012-08-31
20829,Funny People,en,"Comedy, Drama","Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",1.7115,1369,5.885,2009-07-30
785516,8 Rue de l'Humanité,fr,Comedy,"Seven families live in the Parisian apartment building at 8, Rue de l’Humanite - and they didn’t escape to the countryside at the arrival of the coronavirus. Three months of life under lockdown will reveal the best and worst of these neighbours.",0.75,422,5.886,2021-10-20
416234,Winchester,en,"Horror, Thriller","San Jose, California, 1906. Isolated in her labyrinthine mansion, eccentric firearm heiress Sarah Winchester believes that she is being haunted by the souls of those killed by the guns manufactured by her company.",1.3848,1797,5.885,2018-02-02
395458,Suburbicon,en,"Thriller, Crime, Drama, Mystery","In the quiet family town of Suburbicon during the 1950s, the best and worst of humanity is hilariously reflected through the deeds of seemingly ordinary people. When a home invasion turns deadly, a picture-perfect family turns to blackmail, revenge and murder.",2.3861,1771,5.885,2017-10-26
383785,功夫瑜伽,zh,"Comedy, Mystery, Family, Action, Adventure","Two professors team up to locate a lost treasure and embark on an adventure that takes them from a Tibetan ice cave to Dubai, and to a mountain temple in India.",4.6478,412,5.885,2017-01-27
283445,Sinister 2,en,Horror,A young mother and her twin sons move into a rural house that's marked for death.,8.5027,2236,5.9,2015-08-19
147868,Il peggior Natale della mia vita,it,Comedy,"Paolo needs to reach the castle of Alberto Caccia, where he was invited to spend Christmas with his family and Margherita, the ninth month of pregnancy. With them there will also be blessed, daughter of Alberto and childhood friend of Margherita, who was also pregnant. Among various mishaps and blunders, Paolo will combine another of his, coming to make everyone believe, because of a misunderstanding, that Alberto's died for his fault.",0.4602,531,5.885,2012-12-22
97020,RoboCop,en,"Science Fiction, Action, Crime","In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it.  When Alex Murphy – a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit – is critically injured, OmniCorp sees their chance to build a part-man, part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine.",4.526,5704,5.885,2014-01-30
9530,RV,en,"Family, Comedy, Adventure","Climbing aboard their mammoth recreational vehicle for a cross-country road trip to the Colorado Rockies, the Munro family – led by dysfunctional patriarch, Bob – prepares for the adventure of a lifetime. But spending two weeks together in one seriously small space has a way of cramping their style.",4.1038,1755,5.885,2006-04-28
6723,The Rookie,en,"Action, Crime, Drama, Thriller","Veteran cop Nick Pulovski is used to playing musical partners; many of the partners he's had in the past have died on the job, and often as a result of Nick's risky tactics. But the rookie who's been assigned to help Nick bust a carjacking ring is almost as hotheaded as he is … and when Nick gets kidnapped, his newbie partner is his only hope.",1.6211,587,5.885,1990-12-07
679989,Tout simplement noir,fr,Comedy,A failed 40 year old comedian wants to organize the first Black protests in France but meeting with other French celebrities of the Black community will make it a whole new adventure.,2.1344,444,5.884,2020-07-08
505436,Qu'est-ce qu'on a encore fait au Bon Dieu ?,fr,Comedy,"Claude and Marie Verneuil face a new crisis. The four spouses of their daughters, David, Rachid, Chao and Charles decided to leave France for various reasons. Here they are imagining their lives elsewhere.",3.6034,1302,5.883,2019-01-30
16866,Planet 51,en,"Animation, Family, Comedy, Science Fiction, Adventure","When Earth astronaut Capt. Chuck Baker arrives on Planet 51 -- a world reminiscent of American suburbia circa 1950 -- he tries to avoid capture, recover his spaceship and make it home safely, all with the help of an empathetic little green being.",6.2702,2099,5.883,2009-11-19
10280,Thinner,en,"Fantasy, Horror","An obese lawyer finds himself growing ""Thinner"" when an old Romani man places a hex on him. Now the lawyer must call upon his friends in organized crime to help him persuade the old man to lift the curse. Time is running out for the desperate lawyer as he draws closer to his own death, and grows ever thinner.",3.3604,660,5.883,1996-10-25
1884,The Ewok Adventure,en,"Adventure, Family, Fantasy, Science Fiction, TV Movie","Wicket the Ewok and his friends agree to help two shipwrecked human children, Mace and Cindel, on a quest to find their parents.",2.0015,403,5.883,1984-12-21
192145,Third Person,en,"Drama, Romance","An acclaimed novelist struggles to write an analysis of love in one of three stories, each set in a different city, that detail the beginning, middle and end of a relationship.",4.5977,629,5.882,2014-06-20
23514,The Rum Diary,en,"Comedy, Drama","Tired of the noise and madness of New York and the crushing conventions of late Eisenhower-era America, itinerant journalist Paul Kemp travels to the pristine island of Puerto Rico to write for a local San Juan newspaper run by the downtrodden editor Lotterman. Adopting the rum-soaked lifestyle of the late ‘50s version of Hemingway’s 'The Lost Generation', Paul soon becomes entangled with a very attractive American woman and her fiancée, a businessman involved in shady property development deals.  It is within this world that Kemp ultimately discovers his true voice as a writer and integrity as a man.",3.9545,1287,5.882,2011-10-13
208763,Вий,ru,"Thriller, Adventure, Mystery, Fantasy, Horror, Science Fiction","Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains, he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world.",6.7323,329,5.881,2014-01-30
48838,London Boulevard,en,"Drama, Crime",A parolee falls for a reclusive movie star while trying to evade a ruthless gangster.,1.1988,787,5.881,2010-11-10
2687,Memoirs of an Invisible Man,en,"Science Fiction, Comedy, Romance, Thriller","After a freak accident, an invisible yuppie runs for his life from a treacherous CIA official while trying to cope with his new life.",1.5048,625,5.881,1992-02-28
446131,Madame,en,"Romance, Comedy, Drama","Anne and Bob, a well-to-do American couple, have just moved to a beautiful manor house in romantic Paris. To impress their sophisticated friends, they decide to host a lavish dinner party, but must disguise their maid as a noblewoman to even out the number of guests. When the maid runs off with a wealthy guest, Anne must chase her around Paris to thwart the joyous and unexpected love affair.",2.3807,316,5.88,2017-08-17
346709,Line of Duty,en,"Thriller, Crime, Action","Frank Penny is a disgraced cop looking for a shot at redemption. When the police chief's 11-year-old daughter is abducted, Frank goes rogue to try and save her. But to find the girl, Frank will need the help of Ava Brooks, whose live-streaming news channel is broadcasting Frank's every move.",5.456,346,5.9,2019-12-25
62838,New Year's Eve,en,"Comedy, Romance",The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,3.796,2187,5.88,2011-12-08
44833,Battleship,en,"Thriller, Action, Adventure, Science Fiction","When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential that his brother, and his fiancée's father—an Admiral—expect of him.",5.8434,5770,5.88,2012-04-11
334536,The Blackcoat's Daughter,en,"Horror, Mystery","Two young women at a prestigious prep school are assailed by an evil, invisible power when they're stranded over winter break.",1.3308,746,5.879,2017-03-31
147441,Exodus: Gods and Kings,en,"Adventure, Drama, Action","The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",6.9524,4740,5.879,2014-12-03
306,Beverly Hills Cop III,en,"Action, Comedy, Crime","When his boss is killed, Detroit cop Axel Foley finds evidence that the murderer had ties to a California amusement park called Wonder World. Returning to sunny Beverly Hills once more, Foley reunites with Detective Billy Rosewood to solve the case. Along with Billy's new partner, Detective Jon Flint, they discover that Wonder World is being used as a front for a massive counterfeiting ring.",2.8023,2036,5.88,1994-05-24
413992,Sweet Virginia,en,"Drama, Thriller","A former rodeo star, now a motel manager, meets a young man who is responsible for the violence that suddenly has seized his small town.",1.0163,327,5.878,2017-11-17
20414,"Grande, grosso e... Verdone",it,Comedy,A comic movie divided in three episodes.,2.8488,388,5.878,2008-03-07
13389,Righteous Kill,en,"Crime, Thriller, Mystery","Two veteran New York City detectives work to identify the possible connection between a recent murder and a case they believe they solved years ago; is there a serial killer on the loose, and did they perhaps put the wrong person behind bars?",6.2826,1307,5.878,2008-09-11
649087,Red Dot,sv,"Thriller, Horror","On a hiking trip to rekindle their marriage, a couple find themselves fleeing for their lives in the unforgiving wilderness from an unknown shooter.",3.5688,721,5.877,2021-02-11
340022,Gringo,en,"Comedy, Action, Crime",An American businessman with a stake in a pharmaceutical company that's about to go public finds his life is thrown into turmoil by an incident in Mexico.,1.1616,779,5.877,2018-03-08
216015,Fifty Shades of Grey,en,"Drama, Romance, Thriller","When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",18.9575,12192,5.877,2015-02-11
133698,Un plan parfait,fr,"Comedy, Romance","Successful woman in love tries to break her family curse of every first marriage ending in divorce, by dashing to the altar with a random stranger before marrying her boyfriend.",3.2431,647,5.877,2012-10-29
10061,Escape from L.A.,en,"Action, Adventure, Science Fiction, Thriller",Into the 9.6-quaked Los Angeles of 2013 comes Snake Plissken. His job: wade through L.A.'s ruined landmarks to retrieve a doomsday device.,2.2863,1539,5.877,1996-08-09
5,Four Rooms,en,Comedy,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,6.923,2769,5.877,1995-12-09
235271,Addicted,en,"Drama, Thriller",A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.,4.0354,431,5.876,2014-10-10
12139,Dennis the Menace,en,"Family, Comedy",Mr. Wilson's ever-present annoyance comes in the form of one mischievous kid named Dennis. But he'll need Dennis's tricks to uncover a collection of gold coins that go missing when a shady drifter named Switchblade Sam comes to town.,9.0948,1536,5.876,1993-06-09
555974,Brahms: The Boy II,en,"Horror, Mystery, Thriller","After a family moves into the Heelshire Mansion, their young son soon makes friends with a life-like doll called Brahms.",1.7812,1273,5.875,2020-02-20
203665,Paris à tout prix,fr,Comedy,"Maya is living the ultimate fashionistas dream: she is working as a stylist for one of the French trend setters, in the capital of haute-couture: Paris.  One of the IT girls of fashion, shes following her dreams until one night, when her life takes a sudden turn: shes being deported back to Morocco, after being stopped for over speeding, because her Visa expired some time ago.  So in no more than 24 hours, shes deported back to her family and original country. The strong cultural shock and the judgmental differences are pushing the woman to obtain back her place in the city of dreams and her dreams, no matter the costs. But that doesn't mean she will have to return alone, as she finds other things also among her way back to the city.",3.7817,308,5.9,2013-07-15
50022,Super Troopers 2,en,"Comedy, Crime, Mystery","When an international border dispute arises between the U.S. and Canada, the Super Troopers- Mac, Thorny, Foster, Rabbit and Farva, are called in to set up a new Highway Patrol station in the disputed area.",4.0342,495,5.875,2018-04-19
7978,The Wolfman,en,Horror,"Lawrence Talbot, an American man on a visit to Victorian London to make amends with his estranged father, gets bitten by a werewolf and, after a moonlight transformation, leaves him with a savage hunger for flesh.",2.4434,2111,5.875,2010-02-10
38541,The Divide,en,"Horror, Science Fiction, Thriller","Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.",1.7151,710,5.874,2012-01-13
34803,Death at a Funeral,en,Comedy,"Aaron's father's funeral is today at the family home, and everything goes wrong: the funeral home delivers the wrong body, his cousin accidentally drugs her fiancé, and Aaron's successful younger brother, Ryan, flies in from New York, broke but arrogant. To top it all off, a mysterious stranger wants a word with Aaron.",1.5213,1030,5.874,2010-04-15
14138,Black Water,en,"Adventure, Drama, Horror","Based on true events, Grace, her boyfriend Adam, and her younger sister, Lee, are on holiday in Northern Australia when they decide to take a tour down a river. As they drift into a swamp, their boat suddenly capsizes. Stranded in the flooded swamp, the three tourists must figure out what to do to survive as they realize they are being watched through the black water.",6.2013,366,5.874,2008-02-22
12596,Pushing Tin,en,"Comedy, Drama",Two air traffic controllers who thrive on living dangerously compete to outdo each other on several levels.,5.3722,427,5.874,1999-04-23
9396,Crocodile Dundee II,en,"Adventure, Comedy",Australian outback expert protects his New York love from gangsters who've followed her down under.,5.5745,1176,5.874,1988-05-19
340945,USS Indianapolis: Men of Courage,en,"Action, War","The harrowing true story of the crew of the USS Indianapolis, who were stranded in the Philippine Sea for five days after delivering the atomic weapons that would eventually end WWII. As they awaited rescue, they endured extreme thirst, hunger, and relentless shark attacks.",2.0881,641,5.873,2016-09-22
175574,Free Birds,en,"Animation, Comedy, Family",Two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history—and get turkey off the holiday menu for good.,4.7581,828,5.9,2013-10-30
318,The Million Dollar Hotel,en,"Drama, Thriller",A federal agent searches for a potential killer among the bizarre residents of a dilapidated Los Angeles hotel.,0.9059,363,5.9,2000-02-09
974453,Absolution,en,"Action, Crime, Thriller, Mystery","An aging ex-boxer gangster working as muscle for a Boston crime boss receives an upsetting diagnosis.  Despite a faltering memory, he attempts to rectify the sins of his past and reconnect with his estranged children. He is determined to leave a positive legacy for his grandson, but the criminal underworld isn’t done with him and won’t loosen their grip willingly.",6.9766,481,5.872,2024-10-31
461053,S.W.A.T.: Under Siege,en,"Action, Crime, Thriller","When a D.E.A. and S.W.A.T. cartel takedown ends in a shootout, S.W.A.T. Agent Travis Hall seizes a mysterious prisoner taking him into custody. Before long, the S.W.A.T. compound is under siege by wave-after-wave of assault teams attempting to recover the prisoner known as “The Scorpion” for the tattoo blazed across his back. When Travis discovers that his prisoner is a Secret Ops double agent planted within the cartel, it’s up to him and his expert S.W.A.T. team to keep “The Scorpion” and his billion dollar secrets safe.",1.7592,394,5.872,2017-08-01
152259,Phantom,en,Thriller,"The haunted Captain of a Soviet submarine holds the fate of the world in his hands. Forced to leave his family behind, he is charged with leading a covert mission cloaked in mystery.",1.937,337,5.9,2013-01-03
28597,Problem Child 2,en,"Comedy, Family","Junior and his father, Ben, move from Cold River to Mortville. Junior becomes threatened by Ben's desire to date again and find a new mother for Junior, and sabotages each of his dates.",4.9662,644,5.872,1991-07-03
12277,Undercover Brother,en,"Action, Comedy","An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate.",2.7998,409,5.872,2002-05-31
9099,Sgt. Bilko,en,Comedy,The US army is known for churning out lean mean fighting machines intent on protecting our great nation. Sergeant Ernie Bilko is the leader of a ragtag group of the sorriest soldiers ever to enlist in the armed forces.,2.0168,374,5.9,1996-03-29
54540,Beverly Hills Chihuahua 2,en,"Comedy, Family","Puppy mayhem turns the lives of newlywed Chihuahua parents Papi and Chloe upside down when their rambunctious, mischievous puppies present one challenge after another. But when their human owners end up in trouble, the tiny pups will stop at nothing to save them - because in good times and hard times, the family always sticks together. So Papi, Chloe and the puppies embark on a heroic adventure, proving once again that big heroes come in small packages.",1.4413,407,5.9,2011-02-01
23172,The Spy Next Door,en,"Action, Comedy, Family","Former CIA spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau. And when one of the youngsters accidentally downloads a top-secret formula, Bob's longtime nemesis, a Russian terrorist, pays a visit to the family.",6.135,1363,5.871,2010-01-15
13067,In the Land of Women,en,"Romance, Comedy, Drama","After a bad breakup with his girlfriend leaves him heartbroken, Carter Webb moves to Michigan to take care of his ailing grandmother. Once there, he gets mixed up in the lives of the mother and daughters who live across the street.",4.833,513,5.871,2007-04-20
9312,Mortal Kombat,en,"Action, Fantasy","For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes.",4.0462,2424,5.871,1995-08-18
664341,Eileen,en,"Thriller, Crime","During a bitter 1964 Massachusetts winter, young secretary Eileen becomes enchanted by Rebecca, the glamorous new counselor at the prison where she works. Their budding friendship takes a twisted turn when Rebecca reveals a dark secret — throwing Eileen onto a sinister path.",2.6339,349,5.87,2023-12-01
1257,Because I Said So,en,"Romance, Comedy","In an effort to prevent family history from repeating itself, meddlesome mom Daphne Wilder attempts to set up her youngest daughter, Milly, with Mr. Right. Meanwhile, her other daughters try to keep their mom's good intentions under control.",4.6372,658,5.87,2007-02-02
333674,Intruders,en,"Drama, Thriller, Horror","Anna suffers from agoraphobia so crippling that when a trio of criminals break into her house, she cannot bring herself to flee. But what the intruders don't realize is that agoraphobia is not her only psychosis.",0.6454,500,5.869,2015-06-12
11851,The Presidio,en,"Action, Crime, Mystery, Thriller",Jay Austin is now a civilian police detective. Colonel Caldwell was his commanding officer years before when he left the military police over a disagreement over the handling of a drunk driver. Now a series of murders that cross jurisdictions force them to work together again. That Austin is now dating Caldwell's daughter is not helping their relationship.,0.8554,356,5.9,1988-06-10
11630,3 Men and a Little Lady,en,"Family, Comedy","Sylvia's work increasingly takes her away from the three men who help bring up Mary, her daughter. When she decides to move to England and take Mary with her, the three men are heartbroken at losing the two most important women in their lives.",5.0806,556,5.9,1990-11-21
52077,Rien à déclarer,fr,Comedy,"During the elimination of the Belgian/French border in the 90s, a Belgian customs officer is forced to team up with one of his French counterparts.",2.589,1153,5.868,2010-12-20
81005,Jack the Giant Slayer,en,"Fantasy, Action, Adventure, Drama","The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",11.1498,5097,5.867,2013-02-27
38961,Tamara Drewe,en,"Comedy, Romance","A young newspaper writer returns to her hometown in the English countryside, where her childhood home is being prepped for sale.",3.6169,466,5.867,2010-07-14
11870,Big Fat Liar,en,"Family, Comedy, Adventure","After one of his class papers is stolen and turned into a movie, a young student and his best friend exact a hilarious, slapstick revenge on the Hollywood hot shot who has taken credit!",2.3407,863,5.9,2002-02-08
9988,Beerfest,en,Comedy,"During a trip to Germany to scatter their grandfather's ashes, German-American brothers Todd and Jan discover Beerfest, the secret Olympics of downing stout, and want to enter the contest to defend their family's beer-guzzling honor. Their Old Country cousins sneer at the Yanks' chances, prompting the siblings to return to America to prepare for a showdown the following year.",3.6542,584,5.867,2006-08-25
8398,The Hitcher,en,"Crime, Horror, Thriller","While driving through the New Mexico Desert during a rainy night, college students Jim Halsey and his girlfriend Grace Andrews give a ride to a hitchhiker. While in their car, the stranger proves to be a psychopath threatening the young couple with a knife, but Jim successfully throws him out of the car. This sets off a chain of events that will change all of their lives forever.",6.8199,961,5.866,2007-01-19
503,Poseidon,en,"Adventure, Action, Drama, Thriller","A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives.",6.5108,2232,5.866,2006-05-03
615658,Awake,en,"Drama, Science Fiction, Thriller","After a sudden global event wipes out all electronics and takes away humankind’s ability to sleep, chaos quickly begins to consume the world. Only Jill, an ex-soldier with a troubled past, may hold the key to a cure in the form of her own daughter. The question is, can Jill safely deliver her daughter and save the world before she herself loses her mind.",2.6874,1125,5.865,2021-06-09
262543,Autómata,en,"Thriller, Science Fiction","Jacq Vaucan, an insurance agent of ROC robotics corporation, routinely investigates the case of manipulating a robot. What he discovers will have profound consequences for the future of humanity.",4.0084,1738,5.865,2014-10-09
227783,The Nut Job,en,"Animation, Comedy, Family, Adventure","Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.",2.6775,1009,5.9,2014-01-17
37707,Splice,en,"Horror, Science Fiction","Elsa and Clive, two young rebellious scientists, defy legal and ethical boundaries and forge ahead with a dangerous experiment: splicing together human and animal DNA to create a new organism. Named ""Dren"", the creature rapidly develops from a deformed female infant into a beautiful but dangerous winged human-chimera, who forges a bond with both of her creators - only to have that bond turn deadly.",3.0705,2370,5.865,2010-06-03
13555,The Funhouse,en,Horror,"Rebellious teen Amy defies her parents by going to a trashy carnival that has pulled into town. In tow are her boyfriend, Buzz, and their friends Liz  and Richie. Thinking it would be fun to spend the night in the campy ""Funhouse"" horror ride, the teens witness a murder by a deformed worker wearing a mask. Locked in, Amy and her friends must evade the murderous carnival workers and escape before it leaves town the next day.",0.9702,414,5.865,1981-03-13
462148,Love Addict,fr,"Comedy, Romance",Gabriel can't resist a beautiful woman. But his womanizing attitude is taking a toll on his career and social life. He decides to hire a life coach to help him.,1.8074,363,5.9,2018-04-18
390584,King Cobra,en,"Crime, Drama","It’s 2006, YouTube is in its infancy, and internet porn is still behind a paywall. Taking the stage name Brent Corrigan, a fresh-faced, wannabe adult video performer is molded into a star by Stephen, a closeted gay porn mogul who runs the skin flick empire Cobra Video from his seemingly ordinary suburban home.",0.763,477,5.9,2016-10-21
13690,Open Season 2,en,"Adventure, Animation, Comedy, Family","After falling head over hooves in love with Giselle, Elliot's road to the altar takes a slight detour when Mr. Weenie is kidnapped by a group of pampered pets determined to return him to his owners.",3.2183,1266,5.864,2008-09-24
10131,A Nightmare on Elm Street 4: The Dream Master,en,"Horror, Thriller","Freddy Krueger returns once again to terrorize the dreams of the remaining Dream Warriors, as well as those of a young woman who may be able to defeat him for good.",2.5226,1544,5.864,1988-08-19
438650,Cold Pursuit,en,"Crime, Action","The quiet family life of Nels Coxman, a snowplow driver, is upended after his son's murder. Nels begins a vengeful hunt for Viking, the drug lord he holds responsible for the killing, eliminating Viking's associates one by one. As Nels draws closer to Viking, his actions bring even more unexpected and violent consequences, as he proves that revenge is all in the execution.",4.2083,2727,5.864,2019-02-07
437626,Stockholm,en,"Crime, Comedy","Based on the extraordinary true story of the European city’s 1973 bank heist and hostage crisis that was documented in the 1974 New Yorker article “The Bank Drama” by Daniel Lang. The events grasped the world’s attention when the hostages bonded with their captors and turned against the authorities, giving rise to the psychological phenomenon known as “Stockholm Syndrome.”",3.633,416,5.863,2019-04-12
238215,The Cobbler,en,"Fantasy, Comedy, Drama","Max Simkin repairs shoes in the same New York shop that has been in his family for generations. Disenchanted with the grind of daily life, Max stumbles upon a magical heirloom that allows him to step into the lives of his customers and see the world in a new way. Sometimes walking in another man's shoes is the only way one can discover who they really are.",2.7102,1760,5.9,2014-09-11
14161,2012,en,"Action, Adventure, Science Fiction","Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",13.448,12423,5.863,2009-10-10
485942,ニンジャバットマン,ja,"Animation, Action, Science Fiction","Batman, along with many of his allies and adversaries, finds himself transported to feudal Japan by Gorilla Grodd's time displacement machine.",1.81,923,5.862,2018-06-15
418078,It Comes at Night,en,"Drama, Horror, Mystery","Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son, but this will soon be put to test when a desperate young family arrives seeking refuge.",1.1963,2547,5.862,2017-06-09
93828,Welcome to the Punch,en,"Action, Adventure, Crime","When notorious criminal Jacob Sternwood is forced to return to London, it gives detective Max Lewinsky one last chance to take down the man he's always been after.",3.5568,679,5.862,2013-03-15
27583,Greenberg,en,"Comedy, Drama, Romance","Roger Greenberg, a failed musician now making a living as a carpenter in New York, returns to Los Angeles to house-sit for his brother. He's stranded there—since he doesn't drive—until his brother's assistant, Florence, comes to his rescue. She's as much a lost soul as he is, and the pair form a significant connection—giving Roger a much-needed reason to be happy.",3.4369,603,5.862,2010-03-26
1079485,Winnie-the-Pooh: Blood and Honey 2,en,"Horror, Thriller","Five months following the murders, Christopher Robin struggles to maintain a regular life while dealing with PTSD. However, deep within the 100-Acre-Wood, a destructive rage grows as Pooh, Piglet, Owl, and Tigger find their home and their lives endangered after their existence is revealed.",4.1313,434,5.857,2024-03-26
3682,54,en,"Drama, Music","Shane O'Shea, a Jersey boy with big dreams, crosses the river in hopes of finding another, more exciting life at Studio 54. When Steve Rubell, the mastermind behind the infamous disco plucks Shane from the sea of faces clamoring to get inside his club, Shane not only gets his foot in the door, but lands a coveted job behind the bar - and a front-row ticket to the most legendary party on the planet.",5.0783,505,5.861,1998-08-28
862551,Me Time,en,Comedy,"With his family away, a devoted stay-at-home dad enjoys his first me time in years by joining his hard-partying old friend on a wild birthday adventure.",2.0702,978,5.86,2022-08-26
643550,Nocturne,en,"Horror, Mystery, Thriller","Inside the halls of an elite arts academy, a timid music student begins to outshine her more accomplished and outgoing twin sister when she discovers a mysterious notebook belonging to a recently deceased classmate.",1.7232,498,5.86,2020-10-13
156717,Death Race: Inferno,en,"Action, Science Fiction, Thriller","Carl Lucas / Frankenstein has won four of his races and needs to win one more to win his freedom. Before his final race, Lucas and his team, car and all, are transferred to another prison where they will compete in a Death Race in the desert. Also, at the same time, Ceaser runs into a marketer who wants to franchise the Death Race program.",2.8758,810,5.86,2013-01-04
36648,Blade: Trinity,en,"Action, Horror, Science Fiction","For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed—The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him—the original vampire, Dracula.",4.8596,4161,5.86,2004-12-08
