order_id,product_id,add_to_cart_order,reordered,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_name,aisle_id,department_id
1028035,21019,1,1,140423,prior,9,5,9,8.0,Roasted Red Pepper Hummus,67,20
1965503,27845,12,1,204510,prior,5,6,14,8.0,Organic Whole Milk,84,16
2859655,24964,5,0,132057,prior,1,6,21,,Organic Garlic,83,4
2039517,39877,2,1,152784,prior,36,6,14,6.0,Organic Granny Smith Apple,24,4
2383972,34969,11,0,7398,prior,5,4,11,24.0,Red Vine Tomato,83,4
23610,277,3,1,131490,prior,17,6,19,7.0,Diet Root Beer,77,7
981989,48574,11,0,191301,prior,10,2,16,5.0,Spicy! Plant-based  Cheeze,91,16
1475227,46667,7,0,18474,prior,1,2,9,,Organic Ginger Root,83,4
101555,47875,21,1,39215,prior,27,4,11,11.0,Gluten Free Quinoa Linguine,131,9
1577775,8174,12,1,65505,prior,3,4,14,12.0,Organic Navel Orange,24,4
2923121,19678,10,0,104915,prior,1,1,20,,Organic Russet Potato,83,4
2218898,25854,14,0,159563,prior,15,0,11,7.0,Polska Kielbasa Sausage,106,12
2047274,33294,24,0,134911,prior,8,4,20,6.0,"Tortillas, Wheat Free, Sprouted Corn",128,3
1939239,30949,6,1,117287,prior,2,6,20,7.0,Organic YoKids Smoothie Strawberry Banana Lowfat Yogurt,120,16
2453384,2295,7,1,132208,prior,17,2,19,10.0,Yellow Bell Pepper,83,4
146705,9387,3,1,13797,prior,20,1,13,7.0,Granny Smith Apples,24,4
3024434,48395,5,1,86061,prior,36,1,18,4.0,Original Rice Pilaf Mix,63,9
1723174,8424,7,1,95770,prior,49,4,18,4.0,Broccoli Crown,83,4
997164,38379,9,1,184699,prior,10,1,15,15.0,Premium Small Red Beans,59,15
342381,26209,25,1,127179,train,22,2,7,10.0,Limes,24,4
608516,45608,9,0,41548,prior,16,1,13,0.0,Kosher Salt,104,13
2684305,31964,16,1,118373,prior,4,0,11,22.0,Passionfruit Sparkling Water,115,7
2357130,45066,2,1,103464,prior,9,6,9,30.0,Honeycrisp Apple,24,4
2377593,27845,4,1,8027,prior,22,3,14,4.0,Organic Whole Milk,84,16
1130763,19057,4,1,53525,prior,13,5,11,9.0,Organic Large Extra Fancy Fuji Apple,24,4
2306270,21137,8,1,131954,prior,22,4,13,3.0,Organic Strawberries,24,4
3182937,27652,2,0,12911,prior,22,5,14,4.0,Handmade Vodka,124,5
2341858,32412,8,1,127812,prior,4,0,19,29.0,Garbanzo Beans No Salt Added,30,6
2834206,12341,5,0,203195,prior,12,1,14,21.0,Hass Avocados,32,4
3294018,39005,11,1,142122,prior,24,2,13,4.0,100% Whole Wheat Farfalle No. 87,131,9
2546789,49683,2,0,8388,prior,12,1,23,3.0,Cucumber Kirby,83,4
2270906,21288,3,1,19238,prior,22,5,12,6.0,Blackberries,24,4
1600074,8518,16,1,106879,prior,61,5,7,1.0,Organic Red Onion,83,4
1484968,43352,5,0,69610,prior,19,4,17,0.0,Raspberries,32,4
752198,25179,13,1,168862,prior,17,5,8,23.0,Deep Action Cream Cleanser,73,11
495227,24850,24,1,9757,prior,18,1,12,4.0,Organic Super Fruit Punch Juice Drink,98,7
3015113,17948,11,1,20383,prior,59,1,13,3.0,Frozen Organic Wild Blueberries,116,1
2050746,18460,7,0,155721,prior,26,4,21,11.0,Brussel Sprouts,123,4
2989287,44053,1,0,113264,prior,11,3,11,3.0,Sweetened Light Whipped Cream,53,16
1107448,27104,8,0,38769,prior,2,0,16,7.0,Fresh Cauliflower,83,4
3163383,34969,10,0,24741,prior,6,6,19,14.0,Red Vine Tomato,83,4
2931545,30450,19,0,183401,prior,2,6,10,15.0,Creamy Almond Butter,88,13
543760,5479,1,1,82489,prior,7,6,14,12.0,Italian Sparkling Mineral Water,115,7
1846941,34668,6,1,12831,prior,31,5,10,30.0,Organic Large Grade AA Omega-3 Eggs,86,16
2459859,32647,16,1,73893,prior,7,5,10,8.0,"Apples, Guavas & Beets Organic Baby Food",92,18
2515975,41844,8,1,88833,prior,31,2,16,3.0,Honey Nut Cheerios,121,14
287242,25890,3,1,201156,prior,17,5,17,3.0,Boneless Skinless Chicken Breasts,49,12
2961869,13231,9,1,20439,prior,20,4,14,11.0,Organic Cayenne Pepper,104,13
1525088,19706,11,1,7355,prior,26,0,17,7.0,Organic Nectarine,24,4
1504138,35163,6,1,97425,prior,18,6,14,4.0,Red Leaf Lettuce,83,4
263934,46145,21,0,4761,prior,5,1,12,19.0,Whole Berry Cranberry Sauce,99,15
379105,31635,3,1,188606,prior,3,1,9,21.0,Vanilla Almond Milk Yogurt,120,16
62127,25931,5,1,118100,prior,5,4,14,30.0,Organic Baby Spinach Salad,123,4
1129874,5073,2,1,175581,prior,2,5,14,9.0,Kombucha  Bilberry No. 9,31,7
1589403,44397,9,1,53998,prior,35,1,17,5.0,Organic European Style Sweet Unsalted Butter,36,16
2043454,39275,6,1,105953,prior,16,4,16,13.0,Organic Blueberries,123,4
2622090,40377,6,0,146141,prior,9,6,11,11.0,Unrefined Virgin Coconut Oil,19,13
1382399,21573,12,1,138475,prior,9,6,14,6.0,Roasted Pine Nut Hummus,67,20
1415620,39097,8,0,51652,prior,2,3,8,30.0,Gluten Free White Sandwich Bread,112,3
1865006,10243,15,1,163102,prior,16,1,18,5.0,Parchment Paper,85,17
2781912,12545,10,1,117045,prior,14,1,9,13.0,French Vanilla Coconut Milk Creamer,91,16
1996310,47141,2,1,63929,prior,12,6,10,13.0,Cola,77,7
2031001,21137,14,1,78013,prior,24,1,22,6.0,Organic Strawberries,24,4
1037296,39984,7,0,136353,prior,1,1,14,,Organic Dill,16,4
2445842,43749,1,0,144045,prior,47,1,15,27.0,Organic Ice Cream Vanilla Bean,37,1
2769582,15424,9,1,160919,prior,20,1,19,30.0,Purified Water,115,7
3308098,6809,9,1,168144,train,6,0,15,21.0,Berry Bunnies Cereal Organic,121,14
2714118,13176,4,1,167449,prior,5,6,15,30.0,Bag of Organic Bananas,24,4
1553127,19562,11,0,26065,prior,4,3,17,24.0,Double Cream Chive Vegan Cashew Cheese,91,16
1736608,27966,9,0,177640,prior,19,0,9,2.0,Organic Raspberries,123,4
2705691,32211,4,1,74819,prior,6,0,15,10.0,Whole Grains Oatnut Bread,112,3
238605,30192,7,0,184248,prior,66,3,20,6.0,Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food,92,18
121970,4210,4,1,45319,prior,50,4,12,6.0,Whole Milk,84,16
2725184,36695,2,1,139974,prior,11,6,16,1.0,Organic Hothouse Cucumbers,83,4
505671,21903,2,0,47875,prior,17,4,15,3.0,Organic Baby Spinach,123,4
628878,5077,17,1,91005,prior,20,4,11,5.0,100% Whole Wheat Bread,112,3
1138470,39024,11,0,38532,prior,32,6,8,7.0,Edamame In Pod,116,1
1611704,26369,13,1,176696,prior,37,3,11,10.0,Organic Roma Tomato,83,4
3291506,21242,3,1,193611,prior,23,4,9,9.0,Healthy Multgrain Wp Bread,112,3
286950,41593,4,0,5355,prior,8,4,15,1.0,Blue Cheese Crumbles,21,16
1027596,24964,6,0,143692,prior,9,1,14,5.0,Organic Garlic,83,4
1498528,315,29,0,14215,prior,2,6,13,28.0,Creamy Italian Dressing Marinade,89,13
1051987,48679,5,1,1812,prior,11,0,14,7.0,Organic Garnet Sweet Potato (Yam),83,4
297321,4889,19,0,51102,train,5,3,19,30.0,Mini Peeled Carrots,83,4
2967878,13861,7,0,87520,prior,12,6,17,11.0,Organic Ashwagandha True Chai Elixir,31,7
1328928,44051,6,1,106082,prior,30,4,10,2.0,Zero Vitamin Water,64,7
1915336,34358,18,0,203934,train,16,3,20,15.0,Garlic,83,4
2948084,47209,2,1,197551,prior,54,3,13,1.0,Organic Hass Avocado,24,4
1166933,43342,4,0,99144,prior,7,2,15,7.0,"Biscuits, Gingerspice",61,19
2216085,42719,10,0,103943,prior,9,3,12,11.0,Natural Premium Coconut Water,98,7
265025,1405,14,0,52059,train,9,2,21,13.0,Kids Soft and Chewy Candy,45,19
2952144,34931,14,0,127888,prior,11,0,16,13.0,Reduced Fat Sour Cream,108,16
265713,13646,11,0,78188,prior,7,5,14,23.0,Lemon Hummus,67,20
2095449,21010,8,1,4119,prior,7,4,13,4.0,Organic Crushed Tomatoes with Basil,81,15
1673958,34893,12,0,127814,prior,1,1,8,,Chai Rooibos Herbal Tea Bags,94,7
1082116,8490,3,0,3579,prior,40,0,12,3.0,Strawberry Rhubarb Yogurt,120,16
2742578,24810,23,1,89962,prior,22,0,10,6.0,Organic Lightly Salted Brown Rice Cakes,78,19
1067486,22504,2,1,180743,prior,56,5,9,4.0,Organic Mountain Forest Amber Honey,29,13
1702137,39877,1,1,57941,prior,45,0,18,7.0,Organic Granny Smith Apple,24,4
2795399,649,14,0,35058,prior,4,4,13,4.0,Classic coke,77,7
1829797,18656,22,0,6193,prior,27,5,21,21.0,Organic Red Potato,83,4
1953071,4367,6,0,101895,prior,6,0,11,13.0,Garlic & Fine Herbs Gournay Cheese,21,16
2452964,24507,5,0,30818,prior,3,4,14,3.0,Sun-Ripened Dried Tomatoes,81,15
1284827,436,17,1,80338,prior,16,2,12,16.0,Petite Brussels Sprouts,116,1
1529649,18503,17,0,149418,train,5,6,13,30.0,Light Cream,53,16
844288,24830,9,0,54430,prior,4,6,14,18.0,Organic Romaine,123,4
1889538,48679,1,1,50024,prior,94,2,13,0.0,Organic Garnet Sweet Potato (Yam),83,4
886807,23165,5,0,66546,prior,4,0,12,30.0,Organic Leek,83,4
214761,35176,6,0,174034,prior,3,0,13,2.0,Cream Cheese Cream Cheese Spread,108,16
70502,23785,3,0,28551,train,36,5,17,7.0,Baby Kale Mix,123,4
302010,49175,8,1,185336,prior,19,5,8,9.0,Organic Pinto Beans,59,15
586309,14159,7,0,192146,prior,2,3,13,9.0,Seedless Watermelon,24,4
1735153,22037,1,0,18491,prior,91,5,21,0.0,Dairy Pure Whole Milk with Vitamin D,84,16
2216274,31981,1,1,117639,prior,14,2,16,14.0,1% Low Fat Milk,84,16
1219001,27325,3,1,123283,prior,2,0,16,8.0,Alpine Spring Water,115,7
2451737,47766,3,1,174921,prior,9,0,15,8.0,Organic Avocado,24,4
2630800,44987,4,1,6118,prior,71,4,9,8.0,Heavy Whipping Cream,53,16
655020,24062,11,1,23808,prior,32,6,18,6.0,Flourless  Sprouted Whole Grain 7-Sprouted Grains English Muffins,93,3
1725258,41844,8,1,8591,prior,9,1,10,30.0,Honey Nut Cheerios,121,14
2833051,1416,14,0,101002,train,41,4,14,7.0,Organic Caesar Dressing,89,13
1861171,49313,1,0,122577,prior,2,5,12,7.0,Small Pearl Tapioca,17,13
432495,4942,15,0,185750,prior,20,2,14,4.0,Vanilla Almond Breeze,91,16
3288779,12341,5,0,186762,prior,11,5,10,7.0,Hass Avocados,32,4
1699223,38028,2,0,131536,prior,18,0,23,0.0,White Sliced Mushrooms,123,4
683380,23265,4,0,203999,prior,20,2,13,11.0,Chives,50,19
1503306,12099,2,1,158713,prior,20,1,14,4.0,Honey Greek Yogurt,120,16
293513,25767,33,0,88247,prior,11,3,11,8.0,Organic Multi Grain Squares Cereal,121,14
20948,42389,9,0,3725,prior,9,2,8,11.0,Vegan Cheddar Flavor Squares,107,19
808013,10176,22,1,81773,prior,18,5,8,30.0,Original Spelt Organic English Muffins,93,3
2089602,8834,1,0,110496,prior,1,3,10,,Raspberry Lime Sparkling Seltzer Water,115,7
3400798,27966,5,1,93822,prior,6,2,11,7.0,Organic Raspberries,123,4
1952497,32102,1,0,68529,train,5,2,16,30.0,Big Original baked Cheese Crackers,78,19
2070509,15290,5,0,96195,prior,1,1,16,,Orange Bell Pepper,83,4
1533200,21903,7,1,10704,prior,17,5,14,5.0,Organic Baby Spinach,123,4
68207,27966,3,0,153910,prior,5,5,7,8.0,Organic Raspberries,123,4
1101344,36724,3,0,179263,prior,5,6,12,14.0,Organic Sea Salt Roasted Seaweed Snacks,66,6
871059,4962,19,0,156380,train,8,6,14,30.0,Yotoddler Organic Pear Spinach Mango Yogurt,120,16
8354,24852,6,1,116846,prior,2,5,17,10.0,Banana,24,4
1947087,16521,6,1,14294,prior,16,5,17,26.0,Walnut Halves & Pieces,117,19
1930472,4149,2,1,147496,prior,2,5,8,19.0,Frozen Organic Blueberries,24,4
601210,5171,18,0,156321,prior,1,4,15,,Facial Tissues,54,17
1580572,5991,4,1,158748,prior,23,6,15,4.0,Bok Choy,83,4
917238,13176,1,1,58958,prior,6,2,17,30.0,Bag of Organic Bananas,24,4
1018865,34429,16,0,57442,prior,6,2,13,17.0,Kumato Tomatoes,83,4
2902923,47766,14,0,183774,train,4,6,10,22.0,Organic Avocado,24,4
1432649,1158,6,0,202659,prior,1,4,7,,Mango Chunks,116,1
2597550,37029,1,1,13349,prior,22,1,15,1.0,Cream Cheese Spread,108,16
2664912,18027,5,1,148528,prior,21,1,14,5.0,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,112,3
1356768,29993,2,1,124489,prior,20,5,15,8.0,Organic Low Fat Chocolate Milk,84,16
556127,5077,15,0,80055,prior,10,0,8,7.0,100% Whole Wheat Bread,112,3
2777771,19337,13,0,130992,prior,37,0,11,7.0,Organic Pineapple Crushed,99,15
1507452,9839,5,0,70415,prior,2,2,10,29.0,Organic Broccoli,83,4
3359894,44359,3,1,8566,prior,6,1,9,13.0,Organic Small Bunch Celery,83,4
373894,25087,6,1,31255,prior,3,3,10,23.0,No Boil Lasagna,131,9
106081,37646,8,0,39199,train,23,0,9,14.0,Organic Gala Apples,24,4
926902,39922,6,1,198154,prior,14,0,13,6.0,Celery Sticks,123,4
1667606,12481,5,0,55071,prior,6,2,13,7.0,Oreo Chocolate Sandwich Cookies,61,19
3297404,19080,11,0,170025,prior,10,1,21,2.0,All Natural Four Cheese Ravioli,12,9
662731,29993,1,0,95032,prior,3,3,19,7.0,Organic Low Fat Chocolate Milk,84,16
2425518,33527,15,1,133531,train,16,5,16,8.0,Organic Classic Rich Crackers,78,19
263083,33796,7,0,175260,prior,43,5,8,1.0,Sweet Orange Vanilla Honest Shampoo + Body Wash,25,11
930094,46331,36,1,120116,prior,32,0,7,7.0,Dark Chocolate Sea Salt Caramels,45,19
1145299,7901,1,0,39767,prior,4,2,15,30.0,"Ice Pops Sugar Free, Orange, Cherry, Grape",37,1
2602108,27845,7,1,51932,prior,19,3,9,7.0,Organic Whole Milk,84,16
2132557,36011,1,1,130393,prior,19,1,10,6.0,Organic Fat Free Milk,84,16
2687329,36375,21,1,171416,prior,41,2,14,9.0,Organic Stage 2 Veggie & Protein Puree Broccoli Red Lentil Oat,92,18
3112607,41319,3,1,190800,prior,22,1,10,5.0,Sea Salt Caramel Gelato,37,1
3393374,37496,5,1,82420,prior,90,3,10,5.0,Organic Deep Dark Sea Salt Chocolate,45,19
2211543,36316,8,1,63408,prior,2,1,9,7.0,Lemon Sparkling Water,115,7
1834831,31433,30,1,120853,prior,64,5,14,3.0,Organic Cinnamon Crunch Cereal,121,14
3170764,49383,1,0,176807,prior,6,5,11,4.0,Organic Bunch Beets,83,4
5540,36051,5,0,51811,prior,5,3,10,29.0,Glass Cleaner,114,17
3392177,26346,2,1,19687,prior,24,4,15,6.0,Organic Skim Milk,84,16
2943504,24595,3,1,200966,prior,17,0,16,5.0,"Dark Chocolate, with Whole Almonds",45,19
2808233,28427,20,0,172505,prior,10,2,8,22.0,Vitamin D Whole Milk,84,16
1739846,30727,4,1,58885,train,41,3,17,5.0,Vanilla Almond Fit Granola,57,14
1323781,41259,14,1,87634,prior,6,0,16,6.0,Poblano Pepper,83,4
1618313,13521,8,0,179222,prior,27,2,15,3.0,Splash Mango Peach Juice,98,7
2499388,14378,4,1,174946,prior,17,4,16,1.0,Finocchiona Salami,96,20
3086177,47144,4,1,113646,prior,19,0,9,12.0,Unsweetened Original Almond Breeze Almond Milk,91,16
29585,11782,26,1,171196,prior,16,0,9,4.0,Bing Cherries,24,4
92487,29851,12,1,9119,prior,9,0,13,6.0,Tofu Soft,14,20
627886,24288,9,0,76195,prior,2,4,12,16.0,Rosemary Raisin Raincoast Crisps,78,19
3361414,49176,12,1,109917,train,38,6,15,4.0,Cinnamon Roll Dough With Icing,105,13
3259241,26248,1,0,35930,prior,9,6,14,6.0,Classic Pancakes,130,14
546259,14698,8,0,155030,prior,4,0,8,8.0,3D White Radiant Soft Toothbrush,20,11
1713837,40002,5,1,136782,prior,31,0,10,4.0,Strawberry Ice Cream,37,1
2694944,31683,1,1,41625,prior,36,3,6,8.0,Original No Pulp 100% Florida Orange Juice,31,7
1140843,41623,13,0,86415,prior,13,4,15,4.0,Organic High Fiber Oat Bran Hot Cereal,130,14
281420,47962,13,0,104501,prior,1,5,13,,Fresh Ground Turkey,49,12
2895661,33198,22,1,114229,prior,40,2,15,1.0,Sparkling Natural Mineral Water,115,7
2207726,24129,12,1,124908,prior,16,2,13,15.0,Natural Fresh Goat Cheese,21,16
1188725,20367,8,0,192064,prior,14,5,15,4.0,Natural Mint Gum,46,19
2852274,18813,3,0,21026,prior,6,2,16,3.0,Cool Ranch Chips,107,19
1340650,7559,3,0,129159,prior,7,6,16,15.0,Cinnamon Rolls with Icing,105,13
3012775,35898,1,0,626,prior,87,3,10,1.0,Original Hot Sauce,72,13
763798,7185,13,0,47594,prior,1,3,13,,Rosemary Mini Croccantini,78,19
3154317,34127,7,1,150428,prior,4,6,16,6.0,Frozen Chocolate Fudge Greek Yogurt,37,1
1360103,35269,1,0,11790,prior,8,5,12,27.0,Vegetable Tray With Low Fat Dressing,32,4
617312,29584,5,1,94479,prior,4,1,12,30.0,Original Cinnamon Bread,112,3
980511,28156,2,1,57876,prior,21,0,11,4.0,Total 0% Nonfat Plain Greek Yogurt,120,16
1118586,33279,14,0,107297,prior,9,3,11,30.0,Low Sodium Bacon,106,12
2973096,40136,2,1,53009,prior,10,0,7,15.0,Original Taco Seasoning Mix,104,13
1656461,36389,15,0,66807,prior,6,4,9,10.0,Organic Rainbow Chard Vegetable,83,4
2535563,40516,7,1,14866,prior,2,1,6,22.0,Organic Romaine Hearts,123,4
132386,12320,14,0,180223,prior,3,0,11,23.0,Organic Italian Herb Pasta Sauce,9,9
2338783,27104,8,1,3838,train,49,5,15,7.0,Fresh Cauliflower,83,4
113198,19051,26,0,186804,prior,18,0,9,10.0,"Pita Chips, Simply Naked, Party Size",107,19
86385,17738,14,1,187881,prior,4,0,10,7.0,Organic Peach Oatmeal Banana Stage 2 Baby Food,92,18
2961276,21050,5,1,159198,train,11,0,16,24.0,"Bathroom Tissue, 1‑Ply, 1000 Sheet Rolls",54,17
2175993,42736,11,1,43565,prior,61,0,20,5.0,Unsalted Butter,36,16
1550369,46667,21,0,19717,prior,1,5,11,,Organic Ginger Root,83,4
889390,16797,4,1,80428,prior,29,1,10,7.0,Strawberries,24,4
2142150,33640,2,1,176512,prior,13,0,19,9.0,"Baked Beans, Vegetarian",59,15
3072112,26369,4,1,44054,prior,9,0,18,7.0,Organic Roma Tomato,83,4
2919202,44632,1,1,192762,prior,6,2,11,30.0,Sparkling Water Grapefruit,115,7
2250251,47626,3,1,24014,prior,3,6,15,21.0,Large Lemon,24,4
1133289,27925,32,0,171386,prior,6,4,13,20.0,Organic Red Bartlett Pear,24,4
1544279,14858,6,0,54508,prior,2,2,15,5.0,Multigrain Pita Chips,107,19
408659,5535,3,1,35468,prior,3,6,15,17.0,Large Brown Free Range Eggs Grade A,86,16
567365,7090,5,1,157889,prior,2,0,15,14.0,Ciabatta,112,3
2332389,30175,17,0,10373,prior,29,0,14,5.0,Authentic French Cheese & Cream Brioche,112,3
147363,22474,3,1,63029,prior,6,1,14,10.0,Cheddar Bunnies Snack Crackers,78,19
129308,19048,13,0,76206,prior,2,3,22,9.0,Organic Butternut Squash,83,4
2872574,36550,4,1,42928,train,5,6,13,30.0,Organic Extra Large Grade AA Brown Eggs,86,16
141595,8903,15,0,80308,prior,15,6,14,2.0,Semi-Sweet Mini Chocolate Chips,17,13
2584895,14678,6,0,168429,prior,9,2,17,12.0,Organic Frozen Peas,116,1
695350,7751,14,0,193421,prior,2,0,18,13.0,Tomato Ketchup,72,13
2667302,2846,10,0,70980,prior,2,1,10,23.0,Organic Green Onions,83,4
2822434,8996,1,1,185385,prior,24,3,15,9.0,Squirrelly Sprouted Grain Bread,112,3
903313,41273,3,0,173388,prior,1,4,16,,Broccoli Florets,123,4
3147696,39275,1,1,107158,prior,9,5,8,2.0,Organic Blueberries,123,4
129137,26317,4,1,179845,prior,13,2,10,7.0,Organic Lemonade,98,7
556343,9387,2,1,48732,prior,44,5,16,2.0,Granny Smith Apples,24,4
1694120,31343,3,1,102613,prior,8,5,18,4.0,Shredded Mild Cheddar Cheese,21,16
291426,24964,4,1,48615,prior,13,1,15,13.0,Organic Garlic,83,4
1657066,28373,1,0,116606,prior,5,4,16,29.0,Original Rotisserie Chicken,13,20
1062609,41273,16,0,29204,prior,14,1,7,7.0,Broccoli Florets,123,4
995040,26209,19,1,46406,prior,13,1,7,18.0,Limes,24,4
138059,34126,2,1,55458,prior,24,0,14,5.0,Organic Italian Parsley Bunch,16,4
2494460,12771,12,0,165552,prior,1,6,10,,Organic Tomato,83,4
2451055,19863,2,0,171081,prior,1,4,16,,Classic Potato Chips,107,19
652613,37454,8,1,66673,prior,7,6,9,2.0,Talenti Tahitian Vanilla Bean Gelato Pop,37,1
1016876,44683,7,0,131177,prior,3,5,7,16.0,Brussels Sprouts,83,4
1393141,45211,9,0,42828,prior,33,0,11,7.0,Organic French Fingerling Potato,83,4
2238254,27881,7,0,1457,prior,6,6,10,10.0,"Olives, Organic, Kalamata, Pitted",110,13
1252707,6647,6,1,32971,prior,97,6,10,2.0,Navel Orange,24,4
2456088,38609,10,0,35754,prior,2,3,11,30.0,Beef Short Ribs,122,12
3030914,8536,3,1,75468,prior,13,6,13,6.0,Green Leaf Shreds,123,4
532923,16589,1,1,8832,prior,37,4,20,4.0,Plantain Chips,107,19
53835,30352,2,0,16150,prior,38,0,9,3.0,Goldfish Original Baked Snack Crackers,78,19
1394689,42347,14,0,158187,prior,8,6,13,22.0,Caffeine Free Diet Cola All Natural Soda,77,7
69117,432,3,1,72954,prior,3,3,15,20.0,Vanilla Almond Breeze Almond Milk,91,16
72505,48017,8,0,157373,prior,1,4,16,,Organic Hoisin Sauce,5,13
2389247,45622,11,1,33286,prior,4,3,13,14.0,"Paper Towels Choose-A-Sheet, Mega Rolls, One-Ply",54,17
324538,19677,1,1,170088,prior,12,1,17,10.0,Original Pure Creamy Almond Milk,91,16
3068763,6383,11,1,85303,prior,41,6,11,3.0,All Whites 100% Egg Whites,86,16
1674446,12935,5,1,79046,prior,72,6,10,2.0,Organic Pasture Raised Brown Eggs,86,16
2686936,31555,8,1,104345,prior,11,5,18,13.0,Organic Light in Sodium Lentil Vegetable Soup,69,15
2483040,15984,8,1,20891,prior,49,5,17,5.0,Almond Milk Blueberry Yogurt,120,16
1576328,35078,5,1,178911,prior,21,0,12,8.0,Seriously Sharp Cheddar Cheese,21,16
1990119,32465,18,0,97580,prior,3,1,14,6.0,Sliced White Mushrooms,123,4
2777482,29095,3,0,156206,prior,17,1,15,12.0,Original Cream Cheese,108,16
1136665,49683,8,1,141333,prior,12,6,11,5.0,Cucumber Kirby,83,4
1843186,30121,9,0,162991,prior,1,6,13,,Peach & Mango Soy Yogurt,120,16
906080,20344,9,1,94301,train,11,6,17,13.0,Chunky Chicken Noodle Soup,1,20
2980270,10749,15,0,128017,prior,2,0,10,7.0,Organic Red Bell Pepper,83,4
1815954,25783,1,1,23440,train,34,0,18,13.0,Lemon Lime Thirst Quencher,64,7
3061703,11520,3,0,4957,prior,1,1,9,,Large Alfresco Eggs,86,16
2152775,4297,23,0,128627,prior,1,2,10,,Cool Mint Chocolate,3,19
570513,43352,2,1,140957,prior,4,1,13,5.0,Raspberries,32,4
2813489,14986,5,1,124085,prior,56,3,17,7.0,Wild Mushroom & Herb Rice Pilaf Mix,4,9
1467435,20040,6,0,116370,prior,15,1,6,19.0,66 Calorie Unfiltered Ginger Ale,77,7
2215313,41950,3,1,157520,prior,69,4,8,5.0,Organic Tomato Cluster,83,4
2810248,44051,6,0,17788,prior,1,3,12,,Zero Vitamin Water,64,7
3418835,44156,1,0,133597,prior,5,1,11,6.0,Strawberry on the Bottom Nonfat Greek Yogurt,120,16
2339673,9427,1,1,138795,prior,19,5,9,3.0,Il Casolare Extra Virgin Olive Oil,19,13
2439069,31268,30,0,182948,prior,4,6,16,13.0,Sandwich Bags,85,17
2968954,42598,9,1,63626,prior,3,1,11,13.0,Non-Fat Blackberry on the Bottom Greek Yogurt,120,16
3260616,2322,7,1,35608,prior,3,1,19,30.0,All American Classic Made with Non-GMO Soy Veggie Burgers,42,1
1663027,47196,3,1,76941,prior,35,4,8,13.0,Snack Pack Classic Original Hommus With Chips,67,20
394122,38729,8,1,2335,prior,37,5,14,7.0,Original Detergent,75,17
2111168,38290,1,1,124900,train,14,1,10,30.0,Vegan Crunchy Peanut Butter,3,19
739076,23915,6,0,196073,prior,6,1,14,5.0,Uncrustables Peanut Butter & Grape Jelly Sandwich,38,1
2502591,39408,5,1,141592,prior,11,0,12,6.0,Gala Apples,24,4
1282475,5025,9,1,159355,prior,2,3,10,30.0,Green Onions,83,4
912034,47626,1,1,26966,prior,12,5,8,7.0,Large Lemon,24,4
2044250,24253,3,1,184942,prior,13,0,13,5.0,Go Lean Cereal,121,14
2745787,5876,16,1,196961,prior,39,5,11,6.0,Organic Lemon,24,4
1720509,31805,8,1,152700,prior,13,0,16,8.0,Gourmet Tomato Medley,32,4
2877823,1838,19,0,146726,prior,4,2,15,8.0,All Natural Noodles,131,9
513744,5194,18,0,192013,prior,8,0,9,30.0,Organic Bunny Fruit Snacks Berry Patch,50,19
1252618,33055,18,1,39633,prior,23,5,10,28.0,Organic Golden Delicious Apple,24,4
2995277,18027,1,1,162665,prior,2,3,19,19.0,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,112,3
3316622,5212,9,1,3985,prior,42,2,22,4.0,Watermelon Chunks,123,4
3116850,30994,36,1,71012,prior,28,6,8,6.0,Talenti Double Dark Chocolate Gelato,37,1
683488,3376,12,1,174006,prior,22,0,14,7.0,Organic Whole Kernel Sweet Corn No Salt Added,81,15
1726263,26032,2,1,40848,prior,9,0,14,30.0,Dairy Free Mozarella Style Shreds,21,16
2390667,6383,1,1,41043,prior,61,2,14,2.0,All Whites 100% Egg Whites,86,16
829384,29553,15,0,177655,prior,12,2,8,22.0,Super Soft Taco Flour Tortillas,128,3
2736107,24964,6,1,190487,prior,20,4,9,2.0,Organic Garlic,83,4
860588,30233,6,1,86133,prior,35,0,16,7.0,Organic Large Brown Grade AA Cage Free Eggs,86,16
3272040,31766,3,0,164994,prior,20,2,11,3.0,Cheese Pizza Snacks,129,1
1341378,38303,19,0,12439,prior,8,0,15,8.0,Almond Paleo Bread Non GMO Gluten Free,112,3
3380788,38313,4,1,112206,prior,32,2,14,3.0,Organic Apple Banana GoGo Squeez,50,19
647505,12872,3,1,187041,prior,15,0,20,5.0,Penne Rigate,131,9
2466507,27845,3,1,126931,prior,39,3,14,4.0,Organic Whole Milk,84,16
1368216,24852,4,1,183711,prior,20,5,11,7.0,Banana,24,4
1236177,38618,9,1,174985,prior,9,0,9,0.0,Organic Chunky Vegetable Soup,69,15
2503525,7021,14,0,178678,prior,20,1,14,8.0,Organic Tomato Paste,81,15
1911321,40386,20,1,73553,prior,7,6,16,15.0,Major Dickason's Blend Whole Bean Coffee,26,7
2299141,5970,14,1,120957,prior,13,6,10,20.0,Whole Grain White Bread,112,3
1824841,4605,3,1,25626,prior,16,0,12,5.0,Yellow Onions,83,4
